x,y
0.0,100.0
0.010002128565346956,100.0
0.02000425713069391,100.0
0.030006385696040867,100.0
0.04000851426138782,100.0
0.05001064282673478,100.0
0.060012771392081735,100.0
0.07001489995742868,100.0
0.08001702852277565,100.0
0.09001915708812261,100.0
0.10002128565346956,100.0
0.1100234142188165,100.0
0.12002554278416347,100.0
0.13002767134951043,100.0
0.14002979991485737,100.0
0.15003192848020433,100.0
0.1600340570455513,100.0
0.17003618561089826,100.0
0.18003831417624522,100.0
0.19004044274159215,100.0
0.20004257130693912,100.0
0.21004469987228608,100.0
0.220046828437633,100.0
0.23004895700297998,100.0
0.24005108556832694,100.0
0.2500532141336739,100.0
0.26005534269902086,100.0
0.2700574712643678,100.0
0.28005959982971473,100.0
0.2900617283950617,100.0
0.30006385696040866,100.0
0.31006598552575565,100.0
0.3200681140911026,100.0
0.3300702426564495,100.0
0.3400723712217965,100.0
0.35007449978714344,100.0
0.36007662835249044,100.0
0.37007875691783737,100.0
0.3800808854831843,100.0
0.3900830140485313,100.0
0.40008514261387823,100.0
0.41008727117922517,100.0
0.42008939974457216,100.0
0.4300915283099191,100.0
0.440093656875266,100.0
0.450095785440613,100.0
0.46009791400595995,100.0
0.47010004257130694,100.0
0.4801021711366539,100.0
0.4901042997020008,100.0
0.5001064282673477,100.0
0.5101085568326947,100.0
0.5201106853980417,100.0
0.5301128139633886,100.0
0.5401149425287356,100.0
0.5501170710940826,100.0
0.5601191996594295,100.0
0.5701213282247765,100.0
0.5801234567901234,100.0
0.5901255853554704,100.0
0.6001277139208173,100.0
0.6101298424861643,100.0
0.6201319710515113,100.0
0.6301340996168582,100.0
0.6401362281822052,100.0
0.6501383567475522,100.0
0.660140485312899,100.0
0.670142613878246,100.0
0.680144742443593,100.0
0.6901468710089399,100.0
0.7001489995742869,100.0
0.7101511281396339,100.0
0.7201532567049809,100.0
0.7301553852703278,100.0
0.7401575138356747,100.0
0.7501596424010217,100.0
0.7601617709663686,100.0
0.7701638995317156,100.0
0.7801660280970626,100.0
0.7901681566624095,100.0
0.8001702852277565,100.0
0.8101724137931035,100.0
0.8201745423584503,100.0
0.8301766709237973,100.0
0.8401787994891443,100.0
0.8501809280544912,100.0
0.8601830566198382,100.0
0.8701851851851852,100.0
0.880187313750532,100.0
0.890189442315879,100.0
0.900191570881226,100.0
0.910193699446573,100.0
0.9201958280119199,100.0
0.9301979565772669,100.0
0.9402000851426139,100.0
0.9502022137079608,100.0
0.9602043422733078,100.0
0.9702064708386547,100.0
0.9802085994040016,100.0
0.9902107279693486,100.0
1.0002128565346955,100.0
1.0102149851000426,100.0
1.0202171136653895,100.0
1.0302192422307364,100.0
1.0402213707960835,100.0
1.0502234993614303,100.0
1.0602256279267772,100.0
1.0702277564921243,100.0
1.0802298850574712,100.0
1.090232013622818,100.0
1.1002341421881652,100.0
1.110236270753512,100.0
1.120238399318859,100.0
1.130240527884206,100.0
1.140242656449553,100.0
1.1502447850149,100.0
1.160246913580247,100.0
1.1702490421455938,100.0
1.1802511707109409,100.0
1.1902532992762878,100.0
1.2002554278416346,100.0
1.2102575564069817,100.0
1.2202596849723286,100.0
1.2302618135376755,100.0
1.2402639421030226,100.0
1.2502660706683695,100.0
1.2602681992337164,100.0
1.2702703277990635,100.0
1.2802724563644103,100.0
1.2902745849297572,100.0
1.3002767134951043,100.0
1.3102788420604512,100.0
1.320280970625798,100.0
1.3302830991911452,100.0
1.340285227756492,100.0
1.350287356321839,100.0
1.360289484887186,100.0
1.370291613452533,100.0
1.3802937420178798,100.0
1.390295870583227,100.0
1.4002979991485738,100.0
1.4103001277139207,100.0
1.4203022562792678,100.0
1.4303043848446146,100.0
1.4403065134099617,100.0
